person_age,person_gender,person_education,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,predicted_loan_status
1.333333333,0,-0.5,-0.706279944,1.285714286,-0.496551724,-0.094382022,0.083333333,0.8,0.529411765,-1,0,1,-1,0,0,1,0,0,0
0.333333333,0,0.5,-0.779928906,0,-0.689655172,-0.921348315,-0.166666667,0.2,-0.161764706,0,0,1,-1,0,0,0,0,1,0
1.666666667,0,-0.5,0.24536603,2,-0.551724138,0.55505618,-0.583333333,1.6,1.073529412,0,0,0,-1,0,0,0,0,1,0
0.666666667,0,0,1.951182319,0.142857143,-0.331034483,0,-0.75,0.2,0.294117647,0,0,0,-1,0,0,0,0,0,0
1,-1,0,-0.412405337,0.285714286,-0.227586207,-1.173033708,0.083333333,0.4,0.705882353,0,0,0,0,0,0,0,0,1,0
2.5,0,0,4.432187935,1.714285714,2.344827586,1.053932584,-0.25,2.4,-0.779411765,-1,0,0,-1,0,0,1,0,0,1
0,0,-0.5,1.847117614,0,0.275862069,-1.062921348,-0.5,-0.4,0.470588235,0,0,0,-1,0,0,0,1,0,0
-0.5,-1,1,-0.369440008,-0.285714286,-0.734482759,-0.660674157,-0.583333333,0,-1.367647059,0,0,0,0,0,0,0,1,0,0
0.833333333,-1,0,0.068600278,1.285714286,0.896551724,0.460674157,0.75,0.6,0.426470588,-1,0,1,-1,0,0,1,0,0,0
1,-1,0,-0.173015301,0.857142857,-0.75862069,-0.71011236,-0.666666667,1,0.044117647,-1,0,1,-1,1,0,0,0,0,0
0.333333333,-1,0,1.112317758,0,1.379310345,0.669662921,0.25,0.4,-1.147058824,0,0,0,-1,0,0,0,0,1,0
0.833333333,-1,0,0.119334398,0.571428571,0.965517241,0.024719101,0.75,0.2,-0.044117647,0,0,0,0,0,0,0,0,1,0
-0.166666667,0,0,0.176229973,-0.285714286,0.275862069,-0.703370787,0.083333333,-0.2,-0.044117647,0,0,0,-1,0,0,0,0,0,0
0,0,0,-0.929905724,-0.428571429,-0.275862069,-0.004494382,1.25,-0.2,0.691176471,-1,0,0,0,0,0,0,0,1,1
0.666666667,-1,0.5,-0.368450878,0.142857143,-0.482758621,0.730337079,-0.25,0.4,0.705882353,-1,0,0,0,0,0,0,0,1,0
-0.166666667,0,0,-0.288372572,-0.142857143,-0.482758621,-0.95505618,-0.333333333,-0.4,-0.176470588,-1,0,0,0,0,0,1,0,0,0
0.333333333,-1,0,-0.494235227,0.142857143,-0.275862069,0.197752809,0.166666667,1.2,-0.852941176,0,0,0,0,1,0,0,0,0,0
-0.333333333,-1,-0.5,-0.517314925,-0.571428571,-0.4,0.750561798,0,0,-0.411764706,0,0,0,-1,0,0,0,1,0,0
2.666666667,0,1,0.375601463,1.714285714,0.551724138,0,0.166666667,1.6,0.632352941,0,0,0,0,0,0,1,0,0,0
1.833333333,0,-0.5,-0.024687033,2.142857143,-0.356413793,0.642696629,-0.333333333,2.6,0.161764706,-1,0,0,0,0,0,0,0,1,1
2.666666667,0,-0.5,0.615403637,2.428571429,-0.413793103,0.220224719,-0.583333333,2.6,-0.029411765,0,0,0,-1,0,0,0,1,0,0
-0.333333333,0,-0.5,0.366452012,0.285714286,-0.896551724,0.766292135,-0.833333333,0,0.382352941,-1,0,0,0,0,0,0,0,1,0
-0.333333333,0,0.5,0.761217866,-0.285714286,0,0.020224719,-0.333333333,-0.4,0.838235294,-1,0,0,-1,1,0,0,0,0,0
0,0,-0.5,-0.41502241,0.428571429,-0.068965517,1.476404494,0.333333333,-0.4,-0.558823529,0,0,0,0,0,0,1,0,0,0
-0.666666667,-1,-0.5,-0.649487404,-0.428571429,0.275862069,-0.791011236,1.333333333,-0.4,0.573529412,-1,0,0,-1,0,0,1,0,0,1
-0.166666667,-1,1,-0.256040389,-0.142857143,0.896551724,0.280898876,1.25,-0.2,0.132352941,-1,0,0,0,0,0,0,1,0,1
-0.5,-1,-0.5,2.097470506,-0.285714286,-0.620689655,-1.173033708,-0.833333333,-0.2,-0.25,-1,0,0,-1,1,0,0,0,0,0
-0.333333333,-1,0.5,-0.620287466,-0.285714286,-0.372413793,0.959550562,0.166666667,-0.2,0,-1,0,0,0,0,0,1,0,0,1
1.666666667,0,-0.5,1.679233424,1.428571429,-0.75862069,0.876404494,-0.833333333,2,-0.867647059,-1,0,0,-1,0,0,0,0,0,1
-0.333333333,0,1,3.175580856,-0.428571429,1.687586207,0.186516854,-0.25,0,1,-1,0,0,-1,0,0,0,0,0,0
-0.5,-1,-0.5,-0.295955901,-0.571428571,0.689655172,1.11011236,1.083333333,-0.4,-0.573529412,0,0,1,-1,0,0,0,0,1,0
-0.166666667,0,0,-0.641862861,-0.285714286,-0.689655172,-0.986516854,-0.333333333,-0.2,0.382352941,-1,0,0,0,1,0,0,0,0,0
0,0,0,3.331760342,-0.142857143,1.655172414,0.262921348,-0.25,0,0.426470588,0,0,0,-1,0,0,0,0,1,0
-0.5,0,0,-0.466704446,-0.571428571,-0.413793103,-1.087640449,-0.083333333,-0.4,-0.411764706,0,0,0,0,0,0,0,0,0,0
2.833333333,0,0.5,-0.542393488,2,-0.275862069,1.035955056,0.25,2,-0.044117647,-1,0,0,0,0,0,0,0,0,1
2,0,0,1.554190923,1.714285714,0.551724138,0,-0.333333333,2.6,0.5,-1,0,0,-1,0,0,1,0,0,0
-0.166666667,0,0.5,0.492792746,-0.142857143,0.367448276,-0.312359551,0,0.6,0.514705882,0,0,0,0,1,0,0,0,0,0
1.5,0,-0.5,2.192756684,0.857142857,0,-0.087640449,-0.583333333,0.6,0.058823529,-1,0,0,-1,0,0,0,1,0,0
-0.5,-1,0.5,-0.364988924,-0.428571429,0.551724138,0.029213483,1,-0.2,0.220588235,0,0,1,-1,0,0,0,0,1,0
2.166666667,0,0.5,2.191149348,1.857142857,2.344827586,0.114606742,0.166666667,1.4,-0.205882353,0,0,0,-1,0,0,0,1,0,0
-0.5,0,-0.5,0.047354593,-0.285714286,0.551724138,-0.179775281,0.416666667,-0.4,-0.323529412,0,0,0,-1,1,0,0,0,0,0
-0.833333333,0,-0.5,-0.350378651,-0.571428571,-0.689655172,-1.173033708,-0.5,0,-0.117647059,0,0,0,-1,0,0,0,1,0,0
-0.333333333,0,-0.5,-0.863077636,0.142857143,-0.663724138,0.575280899,0.083333333,0,-0.029411765,-1,0,0,0,0,0,0,0,1,0
0.666666667,0,0.5,4.82332698,0.714285714,0.965517241,1.119101124,-0.583333333,0.8,-0.838235294,0,0,1,-1,0,0,1,0,0,0
-0.166666667,0,-0.5,0.123991551,0.285714286,-0.689655172,0.687640449,-0.666666667,-0.2,0.117647059,-1,0,0,0,0,0,0,0,1,0
0.833333333,-1,1,0.12090052,0.857142857,0.551724138,-0.791011236,0.333333333,1.2,0.691176471,-1,0,0,0,0,1,0,0,0,0
0.5,0,0,1.605172325,0.142857143,1.310344828,0.417977528,0,0.2,0.397058824,0,0,0,0,0,0,1,0,0,0
0.333333333,0,0.5,-0.293029725,0,0.8,-0.921348315,1.166666667,0.4,0.220588235,0,0,0,-1,0,0,1,0,0,0
-0.833333333,0,0.5,0.126196487,-0.571428571,-0.275862069,-0.087640449,-0.333333333,0,-0.102941176,0,0,0,-1,0,0,0,0,1,0
1.666666667,-1,-0.5,-0.254144557,1,1.655172414,0.083146067,2.083333333,2,0.544117647,-1,0,0,0,0,0,1,0,0,1
0.166666667,0,0,-0.331667611,0.285714286,0.275862069,0.017977528,0.666666667,0.4,-1.073529412,0,0,0,0,0,0,1,0,0,0
1.666666667,0,1,-0.602771624,2,0,0.696629213,0.75,2,1.323529412,-1,0,0,0,0,0,0,1,0,1
-0.5,-1,0.5,0.550471382,-0.571428571,-0.689655172,-0.31011236,-0.75,-0.4,0.308823529,-1,0,0,0,1,0,0,0,0,0
4.5,0,0,6.178579156,3.857142857,-0.413793103,-0.478651685,-0.916666667,5,0.867647059,0,0,0,0,0,0,0,0,1,0
-0.333333333,-1,0.5,-0.072577405,-0.428571429,-0.413793103,-0.453932584,-0.333333333,-0.4,-0.941176471,0,0,0,-1,0,0,0,1,0,0
0.5,0,0.5,2.096687445,0.428571429,0.275862069,0.251685393,-0.5,0.6,-0.367647059,0,0,0,-1,0,1,0,0,0,0
0.5,0,0.5,0.366534439,0.428571429,2.344827586,1.035955056,1.416666667,1,0.176470588,0,0,1,-1,0,0,0,1,0,0
-0.166666667,-1,0.5,-0.035361393,-0.142857143,0.551724138,1.294382022,0.5,-0.4,-0.544117647,-1,0,0,0,0,1,0,0,0,1
0.166666667,0,0,-0.188367421,0.428571429,0.275862069,-0.071910112,0.416666667,0.6,-0.852941176,0,0,0,0,0,0,0,0,1,0
1.333333333,0,-0.5,-0.17862037,1.285714286,-0.137931034,0.465168539,0,0.8,0.088235294,-1,0,0,0,0,0,0,1,0,0
0.333333333,-1,0,0.86641595,0.142857143,-0.137931034,0.417977528,-0.5,1.2,0.485294118,-1,0,0,0,0,0,0,0,0,0
1.5,0,0.5,1.176734841,0.857142857,0.174896552,0.876404494,-0.416666667,1.2,1.029411765,-1,0,0,0,1,0,0,0,0,0
1.333333333,0,0,8.574148679,1.142857143,0.668413793,-0.766292135,-0.75,0.8,-2.191176471,0,0,0,-1,0,1,0,0,0,0
3,0,-0.5,-0.486754933,1.714285714,-0.482758621,0.804494382,-0.166666667,1.4,-2.720588235,-1,0,0,0,0,0,0,0,0,1
1.166666667,-1,0,0.412487765,0.857142857,-0.517241379,-1.256179775,-0.583333333,0.2,-0.102941176,0,0,0,-1,0,0,0,0,0,0
-0.5,0,0.5,-0.470083973,-0.428571429,-0.593103448,-0.395505618,-0.333333333,-0.4,-1.147058824,0,0,0,0,0,0,0,0,0,0
-0.666666667,-1,-0.5,0.07280408,-0.571428571,-0.896551724,-1.256179775,-0.833333333,-0.4,-1.485294118,0,0,0,0,1,0,0,0,0,0
-0.666666667,0,0.5,-0.150512596,-0.428571429,-0.022896552,0.948314607,0.083333333,-0.2,-0.808823529,-1,0,0,-1,0,0,1,0,0,1
-0.333333333,0,1,0.741661944,0,-0.034482759,0.024719101,-0.333333333,0,0.220588235,0,0,0,-1,0,0,0,0,0,0
-0.833333333,0,-0.5,0.11385297,-0.428571429,-0.413793103,-0.566292135,-0.416666667,0,0.044117647,0,0,0,0,0,0,1,0,0,0
0.5,0,0.5,1.231260625,0.142857143,0.551724138,-0.703370787,-0.25,0.6,-0.691176471,0,0,0,-1,0,1,0,0,0,0
-0.333333333,-1,0.5,0.862871568,-0.571428571,0.066344828,-0.948314607,-0.333333333,0,-0.161764706,-1,0,0,-1,0,0,0,1,0,0
-0.333333333,0,-0.5,-0.567884189,0,-0.618758621,0.714606742,-0.25,-0.2,-0.205882353,0,0,1,-1,0,0,1,0,0,0
-0.333333333,-1,1,-0.374839009,-0.142857143,0.675586207,0.465168539,1.166666667,0.2,0.720588235,-1,0,0,0,0,0,0,0,1,1
-0.166666667,0,1,0.415764257,0,0.44137931,-0.330337079,0.083333333,-0.2,0.279411765,0,0,0,-1,0,0,1,0,0,0
-0.833333333,0,1,0.302137963,-0.142857143,1.655172414,1.512359551,1,-0.4,1.102941176,-1,0,0,-1,0,0,0,0,1,0
-0.166666667,0,0.5,-0.310009788,-0.428571429,-0.689655172,-0.06741573,-0.5,-0.4,1.058823529,0,0,0,0,0,0,0,0,0,0
1.833333333,0,-0.5,-0.376240276,1.571428571,0.965517241,0.105617978,1.583333333,2.6,-0.382352941,0,0,1,-1,0,1,0,0,0,0
0.166666667,0,1,0.287981042,0,0.006896552,0.833707865,-0.166666667,1,1.25,-1,0,0,0,0,0,0,0,0,0
2.166666667,0,0,0.891412086,1.714285714,-0.526758621,-0.179775281,-0.666666667,2,0.544117647,-1,0,0,-1,0,0,1,0,0,0
0.166666667,0,0,1.076503014,-0.142857143,0.289103448,-0.397752809,-0.333333333,0.2,0.088235294,-1,0,0,-1,0,1,0,0,0,0
0.166666667,-1,0,-0.326989851,0.285714286,1.655172414,0.411235955,2.25,0.6,-0.161764706,0,0,0,-1,0,0,0,0,1,0
-0.5,0,-0.5,-0.646561228,-0.142857143,-0.827586207,0.483146067,-0.5,-0.2,-1.352941176,0,0,1,-1,1,0,0,0,0,0
-0.166666667,-1,1,1.159054145,-0.142857143,-0.14137931,-0.247191011,-0.5,-0.2,-0.147058824,0,0,0,-1,1,0,0,0,0,0
2.5,0,0.5,0.684189377,2.428571429,-0.689655172,0.184269663,-0.75,1.6,-0.676470588,0,0,0,-1,0,1,0,0,0,0
1.5,0,0,0.738220597,0.857142857,-0.606896552,-0.786516854,-0.75,0.6,-0.073529412,0,0,0,0,0,0,0,0,1,0
0.333333333,-1,-0.5,-0.304239864,0.428571429,0.965517241,-1.119101124,1.416666667,0.2,-1.279411765,0,0,0,-1,0,0,0,0,1,0
-0.166666667,0,0,0.100911854,-0.428571429,0.965517241,1.22247191,0.75,0,0.117647059,-1,0,0,0,0,0,0,0,0,1
0,-1,-0.5,-0.36857452,-0.142857143,-0.606896552,-0.784269663,-0.416666667,0,0.352941176,0,0,0,0,0,0,0,0,0,0
0.166666667,-1,1,-0.809747051,-0.142857143,-0.965517241,0.860674157,-0.666666667,0.2,-0.176470588,0,0,0,0,0,0,0,1,0,0
0,0,0.5,0.615218175,0,2.344827586,0.584269663,1.166666667,0,0.073529412,-1,0,0,0,0,0,0,0,0,1
0.666666667,0,1,0.073175004,0.285714286,1.655172414,0.833707865,1.333333333,0.2,0.823529412,-1,0,0,0,0,0,0,1,0,1
1.333333333,-1,1,-0.889639895,0.571428571,-0.413793103,-0.903370787,0.75,0.6,0.529411765,-1,0,0,0,0,0,0,0,1,1
-0.666666667,-1,0,-0.966544743,-0.571428571,-0.448275862,0.483146067,1,-0.2,0.691176471,-1,0,0,0,1,0,0,0,0,1
0.5,-1,0,-0.441419814,0.142857143,-0.44137931,-0.146067416,-0.083333333,0.6,-0.367647059,0,0,0,-1,0,1,0,0,0,0
-0.5,0,0.5,0.425490701,-0.285714286,0.137931034,-0.95505618,-0.166666667,-0.4,-0.132352941,0,0,0,-1,0,0,0,0,1,0
-0.166666667,0,0.5,0.740693421,-0.142857143,-0.717241379,-0.791011236,-0.75,-0.2,0.455882353,0,0,0,-1,1,0,0,0,0,0
-0.5,-1,1,0.076369069,-0.428571429,-0.551724138,-0.676404494,-0.5,-0.2,0.235294118,0,0,0,-1,0,0,1,0,0,0
-0.5,0,-0.5,0.812735047,-0.142857143,2.344827586,1.029213483,0.916666667,-0.2,-0.794117647,-1,0,0,-1,0,0,0,0,1,1
-0.666666667,-1,0,-0.123126063,-0.571428571,-0.068965517,-0.604494382,0,-0.4,-1.426470588,0,0,0,0,0,0,0,0,1,0
1,-1,-0.5,-0.741497089,0.857142857,-0.413793103,1.193258427,0.333333333,1,0.029411765,0,0,1,-1,0,0,0,0,1,0
0,0,-0.5,-0.276585441,0.142857143,-0.468965517,0.669662921,-0.25,-0.2,0.264705882,-1,0,0,0,0,0,1,0,0,1
1.5,0,1,-0.422234815,1.142857143,0,0,0.416666667,0.4,0.073529412,-1,0,0,0,0,0,0,1,0,0
0.333333333,0,0,1.459955695,0,2.482758621,-0.566292135,0.583333333,0.2,0.102941176,0,0,0,-1,0,1,0,0,0,0
-0.166666667,-1,0.5,-0.600051517,-0.285714286,0.413793103,0.608988764,1.416666667,-0.4,-1.470588235,-1,0,0,0,0,1,0,0,0,1
-0.166666667,-1,0.5,0.198794498,-0.142857143,-0.569241379,0.186516854,-0.583333333,0,-0.411764706,0,0,0,0,1,0,0,0,0,0
1,0,0,-0.30018031,0.285714286,0.551724138,-0.703370787,0.916666667,0.6,0.014705882,0,0,0,-1,0,0,0,0,1,0
2.333333333,-1,-0.5,0.812364123,2.142857143,0,-0.368539326,-0.333333333,1.4,0,-1,0,0,-1,0,0,1,0,0,0
5,0,0,0.364638607,4,0.965517241,-0.141573034,0.5,4,-0.705882353,-1,0,0,-1,0,0,0,1,0,0
-0.333333333,-1,0,0.097037762,-0.571428571,-0.607310345,-0.775280899,-0.583333333,-0.2,0.161764706,0,0,0,-1,0,0,0,0,0,0
0.666666667,-1,-0.5,0.117994951,0.571428571,0.965517241,0.570786517,0.75,1,-0.147058824,-1,0,0,-1,1,0,0,0,0,0
2.166666667,0,1.5,1.102591314,2.285714286,0.551724138,0,-0.166666667,1.8,-0.617647059,0,0,0,-1,0,0,0,0,1,0
0.833333333,-1,0.5,0.573715934,1.285714286,0.275862069,0.804494382,-0.083333333,0.6,0.544117647,-1,0,0,-1,0,0,0,1,0,1
-0.5,0,1,2.27040338,-0.428571429,2.328827586,-0.150561798,0.166666667,-0.2,-0.838235294,0,0,0,-1,0,0,0,0,0,0
2.833333333,0,-0.5,1.664829221,2.428571429,0.15862069,-1.119101124,-0.5,1.6,-0.470588235,0,0,0,-1,1,0,0,0,0,0
-0.166666667,-1,0.5,0.59733141,-0.285714286,0.908965517,0.197752809,0.25,-0.2,0.955882353,-1,0,0,-1,1,0,0,0,0,0
-0.666666667,-1,-0.5,-0.152676318,-0.571428571,0.275862069,-0.676404494,0.416666667,-0.4,-0.632352941,-1,0,0,-1,1,0,0,0,0,0
-0.166666667,0,0.5,-0.244459327,-0.285714286,-0.068965517,-0.604494382,0.166666667,-0.2,-0.911764706,0,0,0,-1,1,0,0,0,0,0
0.833333333,0,0.5,-0.691793313,0.714285714,-0.896551724,-0.017977528,-0.666666667,0.8,-0.352941176,0,0,0,0,1,0,0,0,0,0
0.333333333,0,0.5,-0.000597599,-0.142857143,-0.413793103,0.341573034,-0.416666667,1.2,-0.75,-1,0,0,0,0,0,1,0,0,0
-0.166666667,-1,-0.5,0.128009891,-0.285714286,-0.689655172,0.552808989,-0.666666667,-0.2,-1.088235294,-1,0,0,0,0,0,1,0,0,1
-0.333333333,-1,-0.5,0.697913554,-0.571428571,0.275862069,0.164044944,-0.166666667,-0.2,-1.485294118,-1,0,0,-1,1,0,0,0,0,1
-0.166666667,0,0.5,-0.122858173,-0.142857143,1.088275862,1.274157303,1.166666667,0,-0.823529412,-1,0,0,0,0,1,0,0,0,1
-0.833333333,-1,-0.5,-0.546679718,-0.571428571,-0.75862069,-1.119101124,-0.5,0,-0.220588235,0,0,1,-1,0,0,0,1,0,0
0.166666667,0,0,0.002946783,0.285714286,-0.551724138,-0.95505618,-0.5,1.2,-0.720588235,0,0,0,0,1,0,0,0,0,0
-0.5,0,1,-0.473958065,-0.571428571,0.551724138,-0.557303371,1.25,-0.2,-0.529411765,0,0,0,-1,0,0,1,0,0,0
-0.5,0,0.5,-0.870413683,-0.571428571,-0.75862069,1.305617978,-0.166666667,-0.4,-1.705882353,0,0,0,-1,1,0,0,0,0,0
-0.666666667,-1,0,-0.567719334,-0.571428571,0.672413793,0.341573034,1.75,0,-0.338235294,-1,0,0,0,0,0,0,1,0,1
-0.833333333,0,0,-0.244850858,-0.571428571,-0.24137931,-1.256179775,-0.083333333,-0.2,-1.205882353,0,0,0,-1,0,0,0,0,0,0
-0.5,-1,-0.5,1.065931688,-0.285714286,0.896551724,-0.465168539,0,-0.2,0.235294118,-1,0,0,-1,1,0,0,0,0,0
0.833333333,0,-0.5,0.072391943,0.714285714,0.827586207,0.417977528,0.666666667,1,-0.617647059,-1,0,1,-1,0,0,0,0,1,0
-0.333333333,0,-0.5,0.034949256,-0.285714286,1.655172414,0.02247191,1.416666667,-0.4,-0.264705882,0,0,0,-1,0,1,0,0,0,0
1.833333333,0,-0.5,-0.728741435,1.428571429,-0.882758621,0,-0.583333333,2,-0.352941176,-1,0,0,-1,1,0,0,0,0,0
-0.333333333,0,0.5,-0.640544021,-0.571428571,-0.89737931,0.701123596,-0.666666667,-0.2,0.588235294,-1,0,0,0,0,0,0,1,0,1
-0.166666667,-1,0.5,-0.489681109,-0.285714286,-0.551724138,-0.004494382,-0.25,-0.2,0.014705882,0,0,0,0,0,0,1,0,0,0
0.833333333,0,1.5,0.127494719,1,-0.275862069,-0.191011236,-0.333333333,1,-0.794117647,0,0,0,0,0,1,0,0,0,0
1.833333333,0,0,0.466601412,1.428571429,0.551724138,-0.786516854,0.083333333,2.6,0.161764706,0,0,0,-1,1,0,0,0,0,0
0,-1,0,-0.122507856,0.428571429,0.413793103,0.642696629,0.5,0,0.529411765,-1,0,1,-1,0,1,0,0,0,0
0,-1,0,0.717139766,-0.428571429,0.137931034,-0.986516854,-0.25,0,0.529411765,-1,0,0,-1,0,0,1,0,0,0
0.333333333,0,1,-0.336716295,0.571428571,-0.034482759,0.269662921,0.25,1,-1.382352941,-1,0,0,-1,0,0,0,0,1,0
-0.333333333,0,-0.5,-0.007191798,-0.571428571,0.965517241,0.029213483,0.833333333,0,-0.558823529,-1,0,0,0,0,0,1,0,0,1
-0.5,-1,0.5,0.266858997,-0.571428571,-0.689655172,-1.128089888,-0.666666667,-0.4,-0.205882353,0,0,0,0,1,0,0,0,0,0
-0.666666667,0,-0.5,-0.732491886,-0.571428571,-0.275862069,-0.779775281,0.583333333,-0.2,-1.573529412,0,0,0,0,0,0,1,0,0,0
-0.166666667,0,1,1.090639328,0.285714286,0.965517241,-1.087640449,0,0,0.029411765,-1,0,0,-1,0,0,0,0,0,0
-0.5,-1,-0.5,-0.135613827,-0.571428571,2.344827586,-0.658426966,2.416666667,-0.2,-0.176470588,-1,0,0,0,0,0,0,0,1,1
-0.666666667,0,1,0.244521148,-0.571428571,-0.689655172,-0.903370787,-0.666666667,0,0.897058824,-1,0,0,0,1,0,0,0,0,0
-0.333333333,-1,0,-0.573345011,-0.571428571,-0.689655172,-0.433707865,-0.333333333,0,0.676470588,0,0,0,0,0,0,1,0,0,0
7.833333333,0,0.5,0.486033692,6.142857143,-0.027586207,0,-0.25,4,0.823529412,0,0,0,0,0,0,1,0,0,0
-0.5,-1,0.5,0.247158827,-0.142857143,0.965517241,0.784269663,0.583333333,0,-1.161764706,-1,0,0,-1,1,0,0,0,0,0
-0.666666667,-1,0,-0.950780485,-0.571428571,-0.965517241,0.55505618,-0.583333333,0,0.367647059,0,0,0,0,1,0,0,0,0,0
-0.666666667,-1,0.5,-0.335047138,-0.571428571,1.24137931,0.417977528,1.75,-0.2,-0.117647059,-1,0,0,0,0,0,1,0,0,1
1.5,0,0.5,0.665478337,0.857142857,1.489655172,-0.786516854,0.583333333,1.2,-0.926470588,-1,0,0,-1,0,0,0,1,0,0
1.333333333,0,0,0.713038999,0.714285714,0.172413793,0.078651685,-0.25,0.8,0.794117647,0,0,0,-1,0,0,0,1,0,0
3,0,1.5,-0.077790943,2.428571429,-0.275862069,-0.543820225,-0.25,1.4,0.676470588,-1,0,0,-1,0,0,0,0,1,0
0,0,-0.5,-0.089186544,-0.428571429,-0.413793103,-0.465168539,-0.333333333,-0.4,0.397058824,-1,0,0,-1,1,0,0,0,0,0
1.666666667,0,1.5,-0.096378342,1.857142857,0,0.552808989,0.083333333,1.8,-1.647058824,-1,0,0,0,0,0,1,0,0,1
0.5,0,0.5,0.322476946,0.571428571,0.965517241,0.386516854,0.5,0.4,0.455882353,0,0,0,-1,0,0,0,1,0,0
-0.666666667,-1,-0.5,1.423955489,-0.571428571,-0.220689655,0.460674157,-0.583333333,0,-0.25,0,0,0,-1,0,0,0,0,1,0
0.5,0,0.5,0.158528669,0.428571429,-0.275862069,1.334831461,-0.333333333,1,-0.367647059,-1,0,0,0,0,0,1,0,0,1
0.166666667,0,0,1.373818969,-0.142857143,2.75862069,-0.698876404,0.75,0.8,-0.323529412,0,0,0,0,0,0,0,1,0,0
-0.333333333,0,0.5,0.527412292,-0.142857143,0.551724138,0,0.083333333,-0.2,0.426470588,-1,0,0,-1,0,0,0,0,0,0
-0.333333333,-1,-0.5,0.092050899,-0.571428571,-0.662068966,0.626966292,-0.666666667,-0.2,0.117647059,-1,0,0,0,0,0,1,0,0,1
-0.166666667,0,-0.5,-0.73385194,-0.428571429,-0.827586207,-0.247191011,-0.5,0,-0.823529412,-1,0,0,0,0,0,0,0,1,0
0.833333333,0,0,4.205883262,0.571428571,-0.689655172,0.105617978,-0.916666667,0.4,-0.176470588,0,0,0,-1,0,0,1,0,0,0
-0.666666667,-1,0.5,0.594879192,-0.571428571,-0.551724138,0,-0.666666667,-0.4,0.529411765,0,0,0,0,0,0,1,0,0,0
0.333333333,-1,1,1.111452269,0.428571429,0.689655172,-0.543820225,-0.083333333,1,0.735294118,-1,0,0,-1,0,0,0,1,0,0
0.5,-1,-0.5,-0.568090258,0.285714286,-0.413793103,0,0.083333333,1.2,-0.691176471,-1,0,0,0,0,1,0,0,0,1
-0.833333333,-1,0.5,-0.077687909,-0.571428571,-0.468965517,-0.543820225,-0.416666667,-0.4,0.088235294,0,0,0,0,0,0,0,1,0,0
-0.333333333,-1,0.5,0.122919994,-0.285714286,0.137931034,0,0,0,-0.352941176,0,0,0,-1,0,0,0,0,1,0
0.166666667,0,0.5,0.614414507,0,3.724137931,0,2,0.8,-0.808823529,0,0,0,-1,0,0,0,0,1,0
-0.333333333,0,1,1.493235794,-0.571428571,0.275862069,-0.73258427,-0.416666667,0,0.367647059,-1,0,0,-1,0,1,0,0,0,0
1.166666667,-1,0,-0.211735614,0.571428571,-0.827586207,0.817977528,-0.666666667,0.4,0.617647059,0,0,0,0,0,0,1,0,0,0
1,0,0.5,1.190335377,0.714285714,2.218344828,0.085393258,0.583333333,1.2,-0.985294118,0,0,0,0,1,0,0,0,0,0
-0.5,-1,0,0.064375869,-0.571428571,-0.551724138,0,-0.5,-0.2,-0.352941176,-1,0,0,-1,0,0,0,0,0,0
-0.666666667,-1,0.5,-0.619834115,-0.571428571,-0.689655172,0.024719101,-0.333333333,-0.2,-0.735294118,0,0,0,0,0,0,0,1,0,0
-0.5,0,1,2.299067539,-0.285714286,2.344827586,0.880898876,0.166666667,-0.2,-0.735294118,-1,0,0,0,0,0,0,0,0,1
0,0,0,-0.193189429,-0.142857143,-0.579310345,0.557303371,-0.416666667,-0.2,0.264705882,0,0,0,0,0,0,0,1,0,0
-0.5,0,-0.5,-0.372613467,-0.571428571,0.275862069,-0.058426966,0.666666667,0,-0.514705882,0,0,0,0,1,0,0,0,0,0
0.666666667,-1,0.5,-0.516346402,0.142857143,-0.068965517,0,0.5,0.4,-0.235294118,-1,0,0,0,0,0,0,0,1,1
0.5,-1,0.5,2.173839575,0.571428571,1.213793103,-1.087640449,-0.166666667,1,-1.117647059,0,0,0,-1,0,1,0,0,0,0
1.333333333,-1,0.5,0.174107465,1.142857143,0.151724138,0.55505618,0,0.6,0.470588235,-1,0,0,0,0,0,0,1,0,0
-0.5,-1,0,1.108031529,-0.571428571,1.655172414,0.188764045,0.416666667,-0.2,-0.897058824,0,0,0,-1,0,0,0,1,0,0
1.333333333,-1,0,-0.226469528,1,1.379310345,0,1.666666667,1,-1.279411765,-1,0,0,0,0,0,0,0,0,1
0.333333333,-1,-0.5,2.593663387,0.285714286,0,0.37752809,-0.666666667,0.6,-0.426470588,0,0,0,0,0,0,0,1,0,0
-0.833333333,0,0,-1.070691876,-0.571428571,-0.882758621,-0.094382022,-0.083333333,-0.4,-1.323529412,0,0,0,0,0,0,0,0,1,0
0.5,-1,0.5,0.377064551,0,-0.551724138,0.191011236,-0.583333333,0.4,0.073529412,-1,0,0,-1,0,0,1,0,0,0
2.166666667,0,1,0.70452836,1.571428571,0.275862069,1.211235955,-0.166666667,2,1.367647059,-1,0,0,0,1,0,0,0,0,1
-0.333333333,0,0,0.549811962,0.142857143,0,-0.786516854,-0.25,-0.2,-1.132352941,0,0,0,0,0,0,0,0,0,0
